Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
210206,2021,11/24/2021,New Britain,168 ARCH ST,329000,17292.0,19.02613926,Commercial,,08 - Part Interest,,,POINT (-72.782184972 41.663484011)
173215,2017,8/28/2018,Shelton,40 HAWKS RIDGE DR,50400,623031.0,0.080894851,Single Family,Single Family,07 - Change in Property,NEW BUILD,,
2002131,2020,7/16/2021,Stamford,11 COOPERS POND ROAD,296510,597500.0,0.4962,Residential,Single Family,,,,
180303,2018,4/23/2019,Groton,126 WINDWOOD WAY,227990,377500.0,0.6039,Single Family,Single Family,,,,
160141,2016,8/22/2017,Litchfield,568 TORRINGTON RD,579640,1400000.0,0.414028571,,,,WITH TORRINGTON RD 145/21/59B,,
190344,2019,3/2/2020,Norwich,38 HOOPER ST UNIT 15,83300,124000.0,0.6718,Condo,Condo,,,,POINT (-72.05043 41.59406)
180205,2018,12/18/2018,New Britain,310 SLATER RD,128030,220000.0,0.5819,Two Family,Two Family,,,,
160238,2016,7/19/2017,Seymour,23 CHARLES RD,119630,199000.0,0.601155779,Single Family,Single Family,,,,
190198,2019,8/18/2020,Cromwell,15 HEMLOCK COURT,92050,174500.0,0.5275,Condo,Condo,,,,
190012,2019,10/28/2019,Middlebury,818 LONG MEADOW RD,151900,255000.0,0.5957,Single Family,Single Family,,Ranch,,
160416,2016,9/26/2017,Madison,41 FOREST HILLS DRIVE,260500,420000.0,0.620238095,Single Family,Single Family,,,,
200240,2020,12/7/2020,Middletown,300 LIVINGSTON RD,162320,273140.0,0.5942,Residential,Single Family,,,,POINT (-72.64394 41.51198)
17217,2017,12/26/2017,Hartford,15 WARD ST,48580,73000.0,0.665479452,Two Family,Two Family,14 - Foreclosure,Foreclosure related sale,,
170265,2017,5/1/2018,Vernon,27 RIVER ST,76730,79999.0,0.9591,Two Family,Two Family,,,,
200129,2020,9/9/2021,Washington,48 RABBIT HILL RD,87460,23500.0,3.7217,Vacant Land,,09 - Tax,TAX SALE,,POINT (-73.31578 41.70117)
200115,2020,11/16/2020,Groton,39C GEORGE AVE,41090,67000.0,0.613283582,Residential,Condo,,,,POINT (-72.07284 41.34581)
210514,2021,6/2/2022,Wallingford,22 WOODHOUSE AVE,176000,10808.0,16.2842,Residential,Single Family,08 - Part Interest,,,POINT (-72.803995019 41.44698599)
180399,2018,2/13/2019,Bristol,35-37 ACADEMY ST,139160,260000.0,0.5352,Two Family,Two Family,,,,
1800105,2018,11/30/2018,East Haven,18 CARMEN ST,127670,178000.0,0.7172,Single Family,Single Family,14 - Foreclosure,,,
210007,2021,11/1/2021,Bolton,65 TOLLAND TPKE,100600,185000.0,0.5437,Residential,Single Family,,,,POINT (-72.508719268 41.814445284)
170392,2017,10/30/2017,Milford,22 SEABREEZE AVE,165810,245000.0,0.67677551,Condo,Condo,,,,POINT (-73.00573 41.22187)
191054,2019,5/8/2020,Waterbury,975 MERIDEN RD #123,41400,52000.0,0.7962,Condo,Condo,25 - Other,BULK SALE,,
180386,2018,6/27/2019,Vernon,29 SCOTT DR,121060,189900.0,0.6374,Single Family,Single Family,,,,POINT (-72.46314 41.81543)
160209,2016,2/13/2017,Branford,49 RIVER WALK,316000,410000.0,0.770731707,Single Family,Single Family,,PUD,,
18769,2018,8/23/2019,East Hartford,666 BREWER ST,87730,145000.0,0.605,Single Family,Single Family,,,,
20230,2020,12/11/2020,Hartford,107 MONTVILLE ST,34405,125000.0,0.2752,Residential,Single Family,,,,POINT (-72.66992 41.79649)
1901750,2019,9/17/2020,Stamford,418 HUNTING RIDGE ROAD,595020,821000.0,0.7248,Single Family,Single Family,,,,POINT (-73.58185 41.13917)
20465,2020,4/28/2021,Ridgefield,127 STONY HILL ROAD,319680,175000.0,1.8267,Residential,Single Family,06 - Portion of Property,,,
210596,2021,3/9/2022,New Britain,41 MADISON ST,72380,242000.0,0.299090909,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS,POINT (-72.786933991 41.65654698)
200051,2020,11/16/2020,East Haddam,163 LEESVILLE RD,287090,360000.0,0.7974,Residential,Two Family,,,,POINT (-72.48085 41.51121)
170387,2017,6/27/2018,Westport,4 COMPO HILL AVENUE,1036900,1850000.0,0.5604,Single Family,Single Family,,,,
202170,2020,6/28/2021,North Haven,47 ANSONIA DR,175090,202000.0,0.8667,Residential,Single Family,14 - Foreclosure,,,POINT (-72.84809 41.36461)
190680,2019,2/12/2020,Waterbury,150 MAYBURY CIR #3,27070,76000.0,0.3562,Condo,Condo,,,,POINT (-73.00803 41.54682)
180068,2018,11/13/2018,Vernon,41 COLD SPRING DR,128580,155000.0,0.8295,Single Family,Single Family,,,,
210454,2021,6/24/2022,Branford,57 EAST INDUSTRIAL RD,643500,1225000.0,0.5253,Industrial,,,,,POINT (-72.750952995 41.297865981)
171033,2017,5/31/2018,Norwalk,46 CARTER ST,737860,770000.0,0.9582,Single Family,Single Family,,5-46-196-0,,
161174,2016,5/15/2017,Bridgeport,193 BEECHWOOD AVE,133150,224900.0,0.592040907,Two Family,Two Family,,,,
180201,2018,1/4/2019,Wallingford,73 COLONIAL HILL,164500,225000.0,0.7311,Condo,Condo,,,,
1910524,2019,8/26/2020,Naugatuck,298 HILLSIDE AVE,213750,360000.0,0.59375,,,,MULTI FAMIL (5) 2 BEDROOM APTS,,
21118,2021,3/25/2022,East Haddam,31 PINE RD,82600,164000.0,0.5036,Residential,Single Family,,,,POINT (-72.412644966 41.503631017)
18026,2018,12/17/2018,New Hartford,292 SOUTH ROAD,152600,238000.0,0.6411,Single Family,Single Family,,,,
200324,2020,4/6/2021,Farmington,84 MT SPRING RD,161800,287500.0,0.562782609,Vacant Land,,25 - Other,,DUPLICATE ENTRY - ALSO SEE #200323,
161370,2016,8/24/2017,Norwalk,5 THORP LN,438660,547500.0,0.801205479,Single Family,Single Family,,,,
180166,2018,3/11/2019,Westport,7 BARBARA PLACE,348000,499000.0,0.6973,Single Family,Single Family,,,,
20369,2020,8/2/2021,Plainfield,12 GRACE LN,161200,253479.0,0.635950118,Residential,Condo,07 - Change in Property,CO 2021,,
170392,2017,6/15/2018,Trumbull,730 WHITE PLAINS ROAD,275870,440000.0,0.6269,Single Family,Single Family,,,,
190887,2019,8/28/2020,Middletown,1749 BARTHOLOME RD,183320,332000.0,0.5522,Single Family,Single Family,,,,
190978,2019,7/20/2020,Norwalk,1 SILVERMINE RIDGE,535037,675000.0,0.7926,Single Family,Single Family,,5-45-111-0,,
180176,2018,3/20/2019,Berlin,317 LOWER LANE,172800,277000.0,0.6238,Single Family,Single Family,,qualified sale,,
170131,2017,8/13/2018,Somers,22 MILLER DR,309800,469000.0,0.6605,Single Family,Single Family,,,,
210104,2021,11/8/2021,Wallingford,805 NORTH COLONY RD,704900,1550000.0,0.4547,Industrial,,,,,POINT (-72.813343021 41.477588989)
201283,2020,9/7/2021,Bristol,72 COLLINS RD,95620,239900.0,0.398582743,Residential,Single Family,,,NO MLS,
20160,2020,6/11/2021,Orange,927 MAPLEDALE RD,343000,550000.0,0.6236,Residential,Single Family,,,,POINT (-73.02965 41.30074)
2001599,2020,5/17/2021,Stamford,137 WOODBROOK DRIVE,380330,775000.0,0.4907,Residential,Single Family,,,,
190111,2019,11/8/2019,Manchester,337 LYDALL STREET,159900,250000.0,0.6396,Single Family,Single Family,,,,
210266,2021,12/1/2021,West Hartford,55 SHEPARD ROAD,169628,330000.0,0.514,Residential,Single Family,,,,POINT (-72.756106021 41.720656008)
18447,2018,8/16/2019,Newtown,39 YOGANANDA STREET,327180,536000.0,0.6104,Single Family,Single Family,,,,
1901450,2019,8/10/2020,Stamford,239 HAMILTON AVENUE # 59,210860,365000.0,0.57769863,Condo,Condo,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1900437,
210088,2021,8/25/2022,Sterling,BAILEY RD,24490,3225000.0,0.0075,Vacant Land,,28 - Use Assessment,PA 490 LAND AND 1 PRICE FOR MULTIPLE PARCELS,,POINT (-71.796559248 41.660112362)
16693,2016,7/25/2017,East Hartford,35 WIND RD.,104030,110000.0,0.945727273,Single Family,Single Family,15 - Government Agency,,,
200625,2020,7/19/2021,Trumbull,27 WINDY RIDGE,262080,530000.0,0.4944,Residential,Single Family,,,,POINT (-73.20475 41.24253)
170042,2017,12/28/2017,Litchfield,341 MILTON RD,560050,850000.0,0.658882353,Single Family,Single Family,28 - Use Assessment,,,
18478,2018,9/4/2019,Newtown,3 PALESTINE ROAD,273840,380100.0,0.7204,Single Family,Single Family,,,,
18040,2018,3/1/2019,Ashford,15-1 KENT CT,38700,53250.0,0.726760563,Condo,Condo,,"ASHFORD PARK CONDO. 2 BR UNIT, BLT 1973. 1 0F 2 SOLD BY SAME OWNER.",,POINT (-72.17388 41.85466)
2020312,2020,5/11/2021,Wilton,97 KEELERS RIDGE RD,1062530,2215000.0,0.4796,Residential,Single Family,,,,
21278,2021,4/4/2022,Farmington,45 FARMINGTON RIDGE DR,553700,925000.0,0.5985,Residential,Single Family,,,,POINT (-72.810015992 41.719285986)
180286,2018,2/4/2019,New Haven,1264 WHALLEY AVE,132090,293000.0,0.450819113,Three Family,Three Family,,,,
210913,2021,4/1/2022,West Haven,5 HOLCOMB ST,213430,382000.0,0.5587,Residential,Single Family,,,,POINT (-72.976866995 41.234078985)
210134,2021,1/28/2022,Avon,7 ASHFORD DRIVE,132300,185000.0,0.7151,Residential,Condo,,,,POINT (-72.883190006 41.770366981)
160186,2016,7/31/2017,Canton,10 VALLEYVIEW LANE,192640,300000.0,0.642133333,Condo,Condo,,,,
180269,2018,9/6/2019,Cromwell,183 COLES RD,221970,345000.0,0.6433,Single Family,Single Family,,,,
171061,2017,9/6/2018,Stratford,155 BEARDSLEY AVE,170240,188000.0,0.9055,Two Family,Two Family,,,,
200233,2020,11/16/2020,Greenwich,18 GRANT AVENUE,1330420,2695000.0,0.4936,Residential,Single Family,25 - Other,NOT LISTED,,
170096,2017,4/30/2018,Hebron,369 BURNT HILL RD,68760,361700.0,0.190102295,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION,,
200197,2020,3/29/2021,Plainville,69 NORTHWEST DR A-9,96880,175000.0,0.5536,Residential,Condo,,,,POINT (-72.87022 41.69309)
201656,2020,8/26/2021,Milford,110 FOXWOOD CLOSE,113850,175000.0,0.6505,Residential,Condo,,,,POINT (-73.03318 41.24384)
20130,2020,11/18/2020,East Hartford,171-173 NAUBUC AVE,98710,211000.0,0.4678,Residential,Two Family,25 - Other,ESTATE/ DEPRESSED SALE,,POINT (-72.62825 41.72981)
21047,2021,11/1/2021,Darien,8 LOCUST HILL ROAD,1491700,3350000.0,0.4452,Residential,Single Family,,,,POINT (-73.470211985 41.072181981)
18044,2018,10/30/2018,Newtown,76 SUZIE DRIVE,278730,410000.0,0.6798,Condo,Condo,,,,
180288,2018,3/7/2019,Enfield,18 ELM ST,81390,51000.0,1.5958,Two Family,Two Family,14 - Foreclosure,,,
190265,2019,1/17/2020,Manchester,604 MIDDLE TPKE EAST,154200,200000.0,0.771,,,,,,POINT (-72.4952 41.78527)
2000253,2020,3/26/2021,Wethersfield,33 CHESTON CIR,148280,228888.0,0.6478,Residential,Single Family,10 - A Will,ESTATE SALE,,POINT (-72.66971 41.68375)
2100148,2021,4/20/2022,New Fairfield,28 BALL POND RD E,0,50000.0,0.0,Vacant Land,,06 - Portion of Property,PORTION OF LAND FOR 10-1-22 LIST,,POINT (-73.521305972 41.461514007)
201009,2020,9/2/2021,Torrington,125 ROULIN ST,101710,250000.0,0.4068,Residential,Single Family,,,,POINT (-73.10805 41.81714)
1901571,2019,8/27/2020,Stamford,310 HALLIWELL DRIVE,580950,880000.0,0.6602,Single Family,Single Family,,,,
180488,2018,5/9/2019,Hamden,190 DESSA DR,170520,240000.0,0.7105,Single Family,Single Family,,,,
160337,2016,7/14/2017,Simsbury,110 OLD CANAL WAY,203720,319900.0,0.636824008,Condo,Condo,,PUD,,
18254,2018,6/28/2019,North Haven,36 SACKETT PT RD,222250,355500.0,0.6251,Single Family,Single Family,,,,
210359,2021,9/6/2022,Windham,236 VALLEY ST,79660,190000.0,0.4192,Residential,Three Family,,,,POINT (-72.216071986 41.714279014)
218301,2021,7/5/2022,Middletown,4 COUNTRYSIDE LA,83710,167500.0,0.4997,Residential,Condo,,,,POINT (-72.622285527 41.528911681)
1800147,2018,4/15/2019,Wolcott,12 SHERATON DR,169640,242500.0,0.6995,Single Family,Single Family,,"average market time, average number of showings, no sales or financing concessions noted",,
191719,2019,9/25/2020,Waterbury,925 ORONOKE RD #36H,62730,120000.0,0.5228,Condo,Condo,,,,POINT (-73.06359 41.52255)
211110,2021,7/22/2022,New Haven,41 HUNTINGTON RD,201425,460000.0,0.4378,Residential,Three Family,,,,POINT (-72.889781032 41.281114999)
210196,2021,10/25/2021,Waterbury,1080 HUNTINGDON AVE,804386,3500000.0,0.229824571,Commercial,,,,,POINT (-73.051298091 41.585090197)
2100321,2021,3/18/2022,Naugatuck,48 HILLVIEW ST,106380,235500.0,0.4517,Residential,Single Family,,,,POINT (-73.02801496 41.464536018)
190623,2019,12/4/2019,Griswold,12-14 MECHANIC STREET,81620,33600.0,2.4292,Two Family,Two Family,14 - Foreclosure,,,
180180,2018,11/30/2018,Manchester,56 NINAS WAY,152200,225000.0,0.6764,Condo,Condo,10 - A Will,SOLD TO A TRUST,,
160162,2016,1/9/2017,Glastonbury,97 NAUBUC AVE,120100,186000.0,0.645698925,Single Family,Single Family,,,,
17041,2017,2/27/2018,Chaplin,BEDLAM RD,256200,250000.0,1.0248,,,28 - Use Assessment,,,
180359,2018,1/15/2019,Stratford,150 HIGH PARK AVE,123340,235000.0,0.5248,Single Family,Single Family,,,,
190774,2019,6/26/2020,West Hartford,24 FERNBEL LANE,222670,280000.0,0.7953,Single Family,Single Family,25 - Other,ESTATE SALE,,
18191,2018,7/31/2019,Colchester,285 MIDDLETOWN RD,176300,305000.0,0.578,Single Family,Single Family,,,,
170893,2017,9/6/2018,Manchester,157 ST JOHN STREET,116000,209000.0,0.555,Single Family,Single Family,,,,POINT (-72.54148 41.77597)
180092,2018,11/15/2018,Greenwich,48 FRONTIER RD,712950,1180000.0,0.6041,Single Family,Single Family,,,,
180642,2018,1/22/2019,Bridgeport,134 PRIMROSE ST,134470,225000.0,0.597644444,Single Family,Single Family,,,,
19011,2019,11/15/2019,Deep River,101 CEDAR SWAMP RD,290080,370000.0,0.784,Single Family,Single Family,,,,POINT (-72.48984 41.36565)
160993,2016,8/3/2017,Hamden,55 VALLEY VIEW DR U55,97580,120000.0,0.813166667,Condo,Condo,,,,
16139,2016,4/7/2017,Monroe,233 MONROE TPKE,285900,430000.0,0.664883721,Single Family,Single Family,,,,
19400,2019,9/8/2020,Darien,14 MCCREA LANE,1010870,1525000.0,0.6629,Single Family,Single Family,,,,
2132181,2021,5/17/2022,North Haven,212 BLUE HILLS,340150,635000.0,0.5356,Residential,Single Family,,,,POINT (-72.878157009 41.418380985)
190512,2019,8/17/2020,Groton,16 ANCHORAGE CIR,340060,450000.0,0.7557,Single Family,Single Family,07 - Change in Property,,PER MLS HOUSE IS MOSTLY GUTTED,
1800423,2018,4/18/2019,East Haven,18 PARK ST,119640,218000.0,0.5488,Single Family,Single Family,,,,
19093,2019,1/27/2020,Darien,88 HECKER AVE,480760,650000.0,0.7396,Single Family,Single Family,,,,
1900505,2019,1/9/2020,Stamford,51 PRUDENCE DRIVE,285090,730000.0,0.390534247,Single Family,Single Family,07 - Change in Property,,ADDITION - DATE COMPLETED 12/13/2019 PER FIELD CARD,
180193,2018,8/19/2019,Prospect,64 SILLS AVE,22350,52495.0,0.4257,Single Family,Single Family,,,,
190243,2019,5/18/2020,Avon,197 ARCH ROAD,225320,370500.0,0.6082,Single Family,Single Family,,,,
2002352,2020,8/11/2021,Stamford,1135 STILLWATER ROAD,379850,345000.0,1.101,Residential,Single Family,,,,
210728,2021,1/10/2022,Waterbury,99 HILL ST,33620,75000.0,0.448266667,Residential,Single Family,25 - Other,PRIVATE SALE,,POINT (-73.033691017 41.565140985)
180743,2018,7/2/2019,New Haven,254 SUMMIT ST,143500,195000.0,0.7358,Single Family,Single Family,,,,
180048,2018,10/17/2018,Middletown,681 SAYBROOK RD,259500,385000.0,0.674,,,,,,POINT (-72.61856 41.53834)
190638,2019,4/23/2020,Danbury,1 BLACKBERRY RD,176500,260000.0,0.6788,Single Family,Single Family,,I07227,,
180691,2018,8/1/2019,Shelton,31 HEATHER RIDGE,99190,160000.0,0.6199,Condo,Condo,,,,
21193,2021,7/1/2022,Old Saybrook,18 ANCHORAGE LANE,22500,150000.0,0.15,Vacant Land,,12 - Non Buildable Lot,,VALUED AS REAR LOT BUT SOLD AS BUILDABLE - .21 ACRES,POINT (-72.356715264 41.31897916)
20735,2020,6/15/2021,Watertown,156 FRANKLIN AVE,115000,205000.0,0.5609,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-73.07238 41.5981)
190038,2019,11/1/2019,Westport,9 RIVER LANE,1836600,3000000.0,0.6122,Single Family,Single Family,,,,
170202,2017,6/27/2018,Portland,5 ALLEN ST,109130,211000.0,0.5172,Single Family,Single Family,,037-0043,,
211082,2021,5/31/2022,Norwalk,3 OLIVE LN,431360,785000.0,0.5495,Residential,Single Family,,,,POINT (-73.445397026 41.100836983)
16581,2016,9/7/2017,Newington,117 MIAMI AVENUE,149790,220000.0,0.680863636,Single Family,Single Family,,,,
1900237,2019,7/14/2020,East Hampton,15 CHARLES MARY DR,206740,252000.0,0.8204,Single Family,Single Family,,,,
191112,2019,5/26/2020,Waterbury,14 OVER ST,110070,150000.0,0.7338,Single Family,Single Family,,,,
180441,2018,4/3/2019,Meriden,302 HIGHVIEW OFFICE,113400,35000.0,3.24,,,25 - Other,ASSIGNMENT OF CONDO LEASE,,
2100366,2021,11/16/2021,Stamford,18 TAYLOR STREET,410270,1025000.0,0.4002,Residential,Three Family,,,,POINT (-73.548531986 41.047283998)
1800563,2018,1/30/2019,Stamford,43 CULLODEN ROAD,242060,395000.0,0.6128,Two Family,Two Family,,,,
170034,2017,10/25/2017,New London,77 RIVERVIEW AVE,98210,158000.0,0.621582278,Two Family,Two Family,,,,
190209,2019,1/17/2020,Enfield,39 BOOTH RD,115810,187000.0,0.6193,Single Family,Single Family,,,,
160105,2016,1/30/2017,Bethel,33 PAYNE ROAD,184240,279000.0,0.660358423,Single Family,Single Family,,,,
190191,2019,1/8/2020,Enfield,207 SHAKER RD,137190,159900.0,0.858,Single Family,Single Family,,,,
210116,2021,3/14/2022,Litchfield,20 REDER RD,210130,435000.0,0.483,Residential,Single Family,,,,POINT (-73.114290979 41.725943983)
2000166,2020,3/10/2021,Bloomfield,28 PINE GROVE ROAD,99260,166000.0,0.5979,Residential,Single Family,,,,
161148,2016,5/18/2017,Stamford,25 RIVER RIDGE COURT,379030,655000.0,0.578671756,Single Family,Single Family,,,,
180182,2018,9/9/2019,Middlebury,370 TUCKER HILL ROAD,702010,1000000.0,0.70201,Single Family,Single Family,28 - Use Assessment,Colonial & 42.9 ac Forest,,
170030,2017,6/11/2018,Voluntown,136 JAMES RD,50090,44900.0,1.1155,,,,UNVERIFIED,,
170642,2017,1/26/2018,Bridgeport,325 LAFAYETTE ST #4303,25260,68000.0,0.3714,Condo,Condo,14 - Foreclosure,,,
200506,2020,2/22/2021,Bristol,188 BROOK ST,106680,165000.0,0.6465,Residential,Single Family,,,,POINT (-72.90799 41.68328)
17475,2017,12/19/2017,West Haven,110 PARKER AVE EAST,133280,205000.0,0.6501,Single Family,Single Family,,,,
21021,2021,1/19/2022,Chester,270 MIDDLESEX AVE,214850,315000.0,0.682,Residential,Single Family,,,,POINT (-72.451427026 41.429396021)
2000621,2020,7/20/2021,Naugatuck,247 NORTH MAIN ST,97240,329900.0,0.2947,Residential,Three Family,,,,
210052,2021,11/8/2021,Killingly,125 SOAP ST,130550,231000.0,0.5651,Residential,Single Family,,,,POINT (-71.883519977 41.853655983)
170444,2017,4/17/2018,West Hartford,44 CASSANDRA BOULEVARD,378630,595000.0,0.6363,Condo,Condo,,,,
200119,2020,11/10/2020,Branford,44 LITTLE BAY LA,290400,576000.0,0.5041,Residential,Single Family,,WATERFRONT,,POINT (-72.84576 41.25758)
1600117,2016,3/1/2017,Wolcott,50 GRATHWAIT RD,116740,90000.0,1.297111111,Single Family,Single Family,14 - Foreclosure,sale of foreclosed property,,
211049,2021,7/26/2022,New Britain,115 GLEN ST,100380,293000.0,0.3425,Residential,Two Family,,,,POINT (-72.781702007 41.661887007)
16112,2016,3/6/2017,Mansfield,29 BIRCHWOOD HEIGHTS,138200,186000.0,0.743010753,Single Family,Single Family,,,,
210010,2021,10/26/2021,Middlefield,39 JACKSON HILL RD,173800,246000.0,0.7065,Residential,Single Family,25 - Other,"SOLD ""AS IS"" & ""ENCOURAGING ALL REASONABLE OFFERS""",,POINT (-72.711708002 41.542388015)
1700093,2017,11/27/2017,East Haven,94 FLORENCE ST,95930,93000.0,1.031505376,Single Family,Single Family,14 - Foreclosure,,,
200194,2020,7/2/2021,Putnam,50 RICHMOND RD #4,128200,230000.0,0.5573,Residential,Condo,,,,
170581,2017,5/22/2018,Greenwich,35 LEONARD AVE,659540,731250.0,0.901935043,Single Family,Single Family,18 - In Lieu Of Foreclosure,,,
170015,2017,11/29/2017,Sherman,18 ROUTE 37 EAST,188100,262500.0,0.716571429,Single Family,Single Family,,,,
17238,2017,1/3/2018,Hartford,364 WOODLAND ST,126140,160000.0,0.7883,,,,,,
160734,2016,7/17/2017,Bristol,60 BEACON ST,82110,126000.0,0.651666667,Single Family,Single Family,,,,
190146,2019,1/27/2020,Westport,12 WAKEMAN ROAD,421400,537500.0,0.784,,,,,,
201188,2020,8/31/2021,Meriden,722 EAST MAIN ST,573930,1260000.0,0.4555,Commercial,,,,,
190434,2019,8/18/2020,Windsor,460 PALISADO AVE,170870,279900.0,0.6105,Single Family,Single Family,,,,
190041,2019,3/24/2020,Sherman,8 CANDLEWOOD LAKE DR,84000,57000.0,1.4737,,,14 - Foreclosure,,,
17019,2017,5/2/2018,Eastford,53 CRYSTAL POND RD,93790,70000.0,1.3398,Single Family,Single Family,10 - A Will,,,
180048,2018,11/1/2018,South Windsor,24 ALEXANDER PL,194700,285000.0,0.683157895,Single Family,Single Family,,,,
19001,2019,10/1/2019,Derby,79 COMMODORE COMMONS,88410,152000.0,0.5816,Condo,Condo,,,,POINT (-73.07545 41.30914)
160856,2016,8/21/2017,Bristol,30 TUTTLE ST,88270,124000.0,0.711854839,Single Family,Single Family,,,,
190186,2019,7/28/2020,Canton,2 WHIRLING DUNNE,141640,195000.0,0.7264,Condo,Condo,,,,
20594,2020,6/28/2021,Ridgefield,31 CONANT ROAD,574860,378693.0,1.518,Residential,Single Family,03 - Inter Corporation,,,
210296,2021,7/12/2022,Cromwell,99 FIELD ROAD,334390,780000.0,0.4287,Residential,Single Family,,,,POINT (-72.637110992 41.623022008)
200499,2020,3/8/2021,Torrington,478 CLEARVIEW AVE,89810,160000.0,0.5613,Residential,Single Family,,,,POINT (-73.10471 41.79651)
180084,2018,11/28/2018,Stonington,25 OWEN DR,210200,475000.0,0.4425,Single Family,Single Family,,,,
170099,2017,10/31/2017,Meriden,87 WILCOX AVE,86240,37500.0,2.299733333,Single Family,Single Family,14 - Foreclosure,,,
171042,2017,9/25/2018,Fairfield,125 CRICKER BROOK LANE,993160,1225000.0,0.8107,Single Family,Single Family,,,,
210024,2021,11/30/2021,Preston,125 RIVER RD,111300,225000.0,0.4946,Residential,Single Family,,,,POINT (-72.004510989 41.559857997)
180018,2018,12/19/2018,Canterbury,106 GOODWIN RD,196800,285000.0,0.6905,Single Family,Single Family,,,,
